Date,Advertiser,Device,Clicks,Cost,Impressions,Accounts_Opened,Funded_Units
1/20/2020,Bank of America Merrill Edge,Mobile,2270,23537.08999,89707,40.94,28.39
1/21/2020,Bank of America Merrill Edge,Tablet,211,1083.65,12058,6.23,4.68
1/21/2020,Bank of America Merrill Edge,Desktop,3432,17894.60999,116641,71.2,51.95
1/21/2020,Bank of America Merrill Edge,Mobile,2840,21220.88999,91015,36.49,24.02
1/22/2020,Bank of America Merrill Edge,Desktop,3706,19633.23999,128178,75.65,55.25
1/22/2020,Bank of America Merrill Edge,Tablet,186,867.63,11222,2.67,1.59
1/22/2020,Bank of America Merrill Edge,Mobile,2496,19476.24,79429,24.03,17.06
1/23/2020,Bank of America Merrill Edge,Tablet,210,945.869999,10325,4.45,3.37
1/23/2020,Bank of America Merrill Edge,Desktop,3411,14869.13999,109679,76.54,54.74
1/23/2020,Bank of America Merrill Edge,Mobile,2441,15753.69999,75162,26.7,18.63
1/24/2020,Bank of America Merrill Edge,Mobile,2274,14050.47,68049,22.25,15.6
1/24/2020,Bank of America Merrill Edge,Tablet,188,776.029999,6993,0.89,0.67
1/24/2020,Bank of America Merrill Edge,Desktop,3158,13709.34999,81218,78.32,57.88
1/25/2020,Bank of America Merrill Edge,Tablet,138,674.659999,5115,1.78,1.34
1/25/2020,Bank of America Merrill Edge,Desktop,1663,8014.839997,41303,35.6,26.18
1/25/2020,Bank of America Merrill Edge,Mobile,1702,10300.23,52774,18.69,12.43
1/26/2020,Bank of America Merrill Edge,Tablet,112,642.019999,6480,3.56,2.58
1/26/2020,Bank of America Merrill Edge,Desktop,1509,8801.949996,49152,38.27,28.12
1/26/2020,Bank of America Merrill Edge,Mobile,1704,12655.21,55386,17.8,11.65
1/27/2020,Bank of America Merrill Edge,Mobile,2433,23537.08999,80669,29.37,20.44
1/27/2020,Bank of America Merrill Edge,Tablet,186,1159.34,9337,4.45,3.07
1/27/2020,Bank of America Merrill Edge,Desktop,3563,22718.62,117494,72.98,53.05
1/28/2020,Bank of America Merrill Edge,Desktop,3144,13270.28999,81647,77.43,55.81
1/28/2020,Bank of America Merrill Edge,Tablet,157,737.879997,5998,3.56,2.69
1/28/2020,Bank of America Merrill Edge,Mobile,2420,17574.42,75675,29.37,20.53
1/29/2020,Bank of America Merrill Edge,Mobile,2348,15415.81,74514,31.15,21.32
1/29/2020,Bank of America Merrill Edge,Tablet,213,1141.879999,6644,0,0
1/29/2020,Bank of America Merrill Edge,Desktop,3305,13510.75,75204,111.25,81.2
1/30/2020,Bank of America Merrill Edge,Desktop,3309,10807.82,60198,104.13,76.38
1/30/2020,Bank of America Merrill Edge,Tablet,183,635.969999,5852,3.56,2.69
1/30/2020,Bank of America Merrill Edge,Mobile,2199,12385.41,58560,41.83,27.92
1/31/2020,Bank of America Merrill Edge,Mobile,2100,11264.53,54966,18.69,12.67
1/31/2020,Bank of America Merrill Edge,Tablet,165,553.65,5480,0,0
1/31/2020,Bank of America Merrill Edge,Desktop,3059,10216.8,59100,85.43,61.56
2/1/2020,Bank of America Merrill Edge,Desktop,1802,9839.489997,53334,44.5,32.14
2/1/2020,Bank of America Merrill Edge,Tablet,164,1295.599998,7582,0.89,0.67
2/1/2020,Bank of America Merrill Edge,Mobile,1958,16470.05,73151,22.25,15.49
2/2/2020,Bank of America Merrill Edge,Desktop,1494,10413.67,48258,36.49,26.52
2/2/2020,Bank of America Merrill Edge,Mobile,1826,21111.24,69493,17.8,11.66
2/2/2020,Bank of America Merrill Edge,Tablet,126,1151.3,6726,0.89,0.67
2/3/2020,Bank of America Merrill Edge,Tablet,247,1860.799998,9617,1.78,1.34
2/3/2020,Bank of America Merrill Edge,Mobile,3579,36954.42,119811,48.06,32.65
2/3/2020,Bank of America Merrill Edge,Desktop,4482,29226.92999,125853,80.1,57.7
2/4/2020,Bank of America Merrill Edge,Desktop,4392,21428.27999,110140,101.46,74.06
2/4/2020,Bank of America Merrill Edge,Tablet,215,1231.649999,8326,0,0
2/4/2020,Bank of America Merrill Edge,Mobile,3283,25902.01,104334,43.61,30.15
2/5/2020,Bank of America Merrill Edge,Mobile,2737,19284.07,83063,32.93,22.31
2/5/2020,Bank of America Merrill Edge,Tablet,193,970.309998,6611,1.78,1.35
2/5/2020,Bank of America Merrill Edge,Desktop,3796,15875.98,88648,80.1,58.96
2/6/2020,Bank of America Merrill Edge,Mobile,2264,14487.67,65783,46.28,32.77
2/6/2020,Bank of America Merrill Edge,Desktop,3415,13300.76,74864,96.12,74.3
2/6/2020,Bank of America Merrill Edge,Tablet,210,920.51,5808,2.67,1.79
2/7/2020,Bank of America Merrill Edge,Mobile,2186,15760.41999,65413,40.05,27.01
2/7/2020,Bank of America Merrill Edge,Tablet,178,976.34,5448,3.56,2.58
2/7/2020,Bank of America Merrill Edge,Desktop,2846,13044.23999,72059,80.1,57.81
2/8/2020,Bank of America Merrill Edge,Tablet,115,870.129999,6713,0,0
2/8/2020,Bank of America Merrill Edge,Desktop,1722,12695.38,58091,46.28,32.83
2/8/2020,Bank of America Merrill Edge,Mobile,2292,22155.57999,81531,35.6,24
2/9/2020,Bank of America Merrill Edge,Tablet,149,1066.259999,6698,1.78,1.23
2/9/2020,Bank of America Merrill Edge,Desktop,1746,12099.56,57303,36.49,25.58
2/9/2020,Bank of America Merrill Edge,Mobile,2095,19793.02,79069,30.26,20.42
2/10/2020,Bank of America Merrill Edge,Mobile,2946,25668.12,97627,48.06,33.11
2/10/2020,Bank of America Merrill Edge,Tablet,213,1489.52,7971,4.45,3.03
2/10/2020,Bank of America Merrill Edge,Desktop,3714,21382.48,105401,90.78,65.53
2/11/2020,Bank of America Merrill Edge,Desktop,3624,18640.65999,95153,90.78,65.21
2/11/2020,Bank of America Merrill Edge,Tablet,185,1018.319997,6935,4.45,3.37
2/11/2020,Bank of America Merrill Edge,Mobile,2690,20595.94999,88062,39.16,26.36
2/12/2020,Bank of America Merrill Edge,Mobile,2763,19868.39999,83993,37.38,25.7
2/12/2020,Bank of America Merrill Edge,Tablet,173,988.369998,6630,5.34,3.78
2/12/2020,Bank of America Merrill Edge,Desktop,3503,16910.19,85762,70.31,51.07
2/13/2020,Bank of America Merrill Edge,Desktop,3326,16634.21,86322,77.43,55.68
2/13/2020,Bank of America Merrill Edge,Mobile,2614,18367.33,79867,38.27,25.65
2/13/2020,Bank of America Merrill Edge,Tablet,178,1005.68,6215,3.56,2.7
2/14/2020,Bank of America Merrill Edge,Desktop,2828,13327.94,65933,60.52,43.79
2/14/2020,Bank of America Merrill Edge,Tablet,125,567.269999,5063,0.89,0.67
2/14/2020,Bank of America Merrill Edge,Mobile,2001,15304.2,64580,24.03,16.14
2/15/2020,Bank of America Merrill Edge,Tablet,120,923.579997,6168,3.56,2.69
2/15/2020,Bank of America Merrill Edge,Desktop,1669,10446.88,52484,41.83,29.98
2/15/2020,Bank of America Merrill Edge,Mobile,1933,17036.82,73841,29.37,20.2
2/16/2020,Bank of America Merrill Edge,Mobile,1978,19558.03,70407,22.25,14.91
2/16/2020,Bank of America Merrill Edge,Tablet,116,1155.67,5219,0,0
2/16/2020,Bank of America Merrill Edge,Desktop,1476,11138.04,50640,32.93,23.5
2/17/2020,Bank of America Merrill Edge,Tablet,117,961.039998,6615,2.67,1.79
2/17/2020,Bank of America Merrill Edge,Desktop,2357,19950.05999,89389,41.83,29.53
2/17/2020,Bank of America Merrill Edge,Mobile,2431,26143.13999,90173,27.59,17.81
2/18/2020,Bank of America Merrill Edge,Desktop,3523,20069.10999,98254,105.91,76.17
2/18/2020,Bank of America Merrill Edge,Mobile,2667,22375.58,87882,39.16,26.47
2/18/2020,Bank of America Merrill Edge,Tablet,199,1399.319997,6444,2.67,1.9
2/19/2020,Bank of America Merrill Edge,Desktop,3604,19041.20999,101793,92.55,67.23
2/19/2020,Bank of America Merrill Edge,Tablet,180,1018.039999,6370,1.78,1.23
2/19/2020,Bank of America Merrill Edge,Mobile,2962,22322.21999,90175,49.84,34.45
2/20/2020,Bank of America Merrill Edge,Mobile,2635,17459.93999,84565,28.48,19.53
2/20/2020,Bank of America Merrill Edge,Tablet,190,972.289998,7357,1.78,1.31
2/20/2020,Bank of America Merrill Edge,Desktop,3361,15236.36999,84039,86.33,63.28
2/21/2020,Bank of America Merrill Edge,Mobile,2351,16407.87999,76594,28.48,20.32
2/21/2020,Bank of America Merrill Edge,Tablet,152,858.16,6562,1.78,1.28
2/21/2020,Bank of America Merrill Edge,Desktop,3117,16331.92999,84509,89,63.85
2/22/2020,Bank of America Merrill Edge,Desktop,1630,9771.289994,53338,38.27,28
2/22/2020,Bank of America Merrill Edge,Tablet,140,979.689998,6192,0,0
2/22/2020,Bank of America Merrill Edge,Mobile,1968,15444.02,69495,25.81,17.71
2/23/2020,Bank of America Merrill Edge,Tablet,119,878.96,6186,0,0
2/23/2020,Bank of America Merrill Edge,Desktop,1644,11932.47,57663,49.84,36.3
2/23/2020,Bank of America Merrill Edge,Mobile,1969,18104.51,73050,26.7,17.72
2/24/2020,Bank of America Merrill Edge,Mobile,3537,34424.79999,111956,41.83,28.6
2/24/2020,Bank of America Merrill Edge,Tablet,231,1466.54,9472,1.78,1.34
2/24/2020,Bank of America Merrill Edge,Desktop,4373,28474.87,130393,103.24,74.02
2/25/2020,Bank of America Merrill Edge,Desktop,4056,17235.20999,97772,130.83,93.84
2/25/2020,Bank of America Merrill Edge,Tablet,194,1060.2,6744,5.34,3.97
2/25/2020,Bank of America Merrill Edge,Mobile,2862,20300.19,81412,48.95,33.64
2/26/2020,Bank of America Merrill Edge,Mobile,2778,17936.43999,75244,51.62,35.8
2/26/2020,Bank of America Merrill Edge,Desktop,3575,14508.43999,88926,115.7,83.71
2/26/2020,Bank of America Merrill Edge,Tablet,166,894.51,6424,5.34,4.04
2/27/2020,Bank of America Merrill Edge,Desktop,3969,16793.35999,87423,131.71,95.53
2/27/2020,Bank of America Merrill Edge,Mobile,2921,16773.91999,72751,53.4,36.24
2/27/2020,Bank of America Merrill Edge,Tablet,200,924.619999,6400,7.12,5.28
2/28/2020,Bank of America Merrill Edge,Tablet,219,1082.869999,7008,2.67,1.9
2/28/2020,Bank of America Merrill Edge,Mobile,3051,16928.98,75170,59.63,40.57
2/28/2020,Bank of America Merrill Edge,Desktop,4628,18425.86999,93871,161.98,117.13
2/29/2020,Bank of America Merrill Edge,Desktop,2079,12145.60999,61468,67.64,48.13
2/29/2020,Bank of America Merrill Edge,Mobile,2243,17306.9,67063,25.81,17.5
2/29/2020,Bank of America Merrill Edge,Tablet,131,876.929999,6107,4.45,3.14
3/1/2020,Bank of America Merrill Edge,Mobile,2203,21693.91999,79030,38.27,26.04
3/1/2020,Bank of America Merrill Edge,Tablet,160,1504.689999,6927,1.78,1.12
3/1/2020,Bank of America Merrill Edge,Desktop,2174,17619.12,73467,76.54,54.8
3/2/2020,Bank of America Merrill Edge,Tablet,235,1750.36,8949,5.34,3.66
3/2/2020,Bank of America Merrill Edge,Desktop,5449,36652.80999,141265,208.26,151.43
3/2/2020,Bank of America Merrill Edge,Mobile,3886,35588.36,112024,44.5,30.06
3/3/2020,Bank of America Merrill Edge,Mobile,3228,24872.82999,90883,40.94,28.79
3/3/2020,Bank of America Merrill Edge,Desktop,4371,27029.30999,113516,144.18,106.45
3/3/2020,Bank of America Merrill Edge,Tablet,211,1233.589997,7516,1.78,1.34
3/4/2020,Bank of America Merrill Edge,Desktop,3749,15478.84999,81011,110.35,81.38
3/4/2020,Bank of America Merrill Edge,Mobile,2310,12746.44,55101,39.16,26.71
3/4/2020,Bank of America Merrill Edge,Tablet,156,796.79,5051,3.56,2.4
3/5/2020,Bank of America Merrill Edge,Desktop,3724,20324.07999,92207,111.25,80.95
3/5/2020,Bank of America Merrill Edge,Mobile,2732,18596.12999,75109,42.72,30.09
3/5/2020,Bank of America Merrill Edge,Tablet,150,796.719999,6120,2.67,2.02
3/6/2020,Bank of America Merrill Edge,Tablet,206,1862.209999,7499,4.45,3.26
3/6/2020,Bank of America Merrill Edge,Mobile,3386,34543.1,103709,62.3,42.39
3/6/2020,Bank of America Merrill Edge,Desktop,3994,29708.39999,114640,135.28,98.87
3/7/2020,Bank of America Merrill Edge,Desktop,1772,14566.02999,59240,56.96,40.21
3/7/2020,Bank of America Merrill Edge,Tablet,163,1456.979998,5914,3.56,2.69
3/7/2020,Bank of America Merrill Edge,Mobile,2071,19874.96,71552,33.82,22.08
3/8/2020,Bank of America Merrill Edge,Tablet,118,996.579999,6120,0,0
3/8/2020,Bank of America Merrill Edge,Desktop,1731,12787.27999,60704,55.18,39.45
3/8/2020,Bank of America Merrill Edge,Mobile,1850,16565.14,65314,24.92,17.04
3/9/2020,Bank of America Merrill Edge,Mobile,5213,44434.04999,138790,88.11,60.2
3/9/2020,Bank of America Merrill Edge,Desktop,6714,46529.93998,167775,232.28,166.76
3/9/2020,Bank of America Merrill Edge,Tablet,385,2664.329997,11626,4.45,3.21
3/10/2020,Bank of America Merrill Edge,Tablet,250,1367.229998,8018,5.34,3.58
3/10/2020,Bank of America Merrill Edge,Desktop,5184,25225.78999,116846,200.24,144.31
3/10/2020,Bank of America Merrill Edge,Mobile,3950,25236.82999,99940,75.65,51.27
3/11/2020,Bank of America Merrill Edge,Mobile,2285,8039.10999,46370,80.1,56.14
3/11/2020,Bank of America Merrill Edge,Desktop,4042,12273.13999,75885,148.63,107.72
3/11/2020,Bank of America Merrill Edge,Tablet,165,504.609998,4774,1.78,1.34
3/12/2020,Bank of America Merrill Edge,Desktop,7230,31295.85999,130459,343.54,244.3
3/12/2020,Bank of America Merrill Edge,Mobile,5279,26130.99999,105956,113.92,79.64
3/12/2020,Bank of America Merrill Edge,Tablet,348,1460.749999,8851,14.24,10.21
3/13/2020,Bank of America Merrill Edge,Mobile,4596,29326.30999,105064,130.83,91.28
3/13/2020,Bank of America Merrill Edge,Tablet,299,1659.789995,7951,6.23,4.38
3/13/2020,Bank of America Merrill Edge,Desktop,6669,31890.15999,125364,400.5,287.93
3/14/2020,Bank of America Merrill Edge,Mobile,2923,18411.85999,78081,59.63,41.29
3/14/2020,Bank of America Merrill Edge,Desktop,2494,14452.45,67999,120.15,86.46
3/14/2020,Bank of America Merrill Edge,Tablet,178,1041.729999,6397,5.34,3.81
3/15/2020,Bank of America Merrill Edge,Desktop,2872,21941.47999,88124,145.07,106.35
3/15/2020,Bank of America Merrill Edge,Tablet,192,1456.359995,8634,8.01,5.71
3/15/2020,Bank of America Merrill Edge,Mobile,3546,30457.23999,105904,69.42,47.01
3/16/2020,Bank of America Merrill Edge,Tablet,339,2201.839998,11536,10.68,7.86
3/16/2020,Bank of America Merrill Edge,Mobile,5998,57474.68999,161347,127.27,86.98
3/16/2020,Bank of America Merrill Edge,Desktop,7412,49324.97999,167933,355.11,256.57
3/17/2020,Bank of America Merrill Edge,Mobile,5063,29881.09999,103170,127.27,86.49
3/17/2020,Bank of America Merrill Edge,Tablet,311,1511.069999,8610,14.24,10.29
3/17/2020,Bank of America Merrill Edge,Desktop,6716,28553.23999,116137,370.21,267.47
3/18/2020,Bank of America Merrill Edge,Mobile,3558,10403.12999,56777,121.04,83.76
3/18/2020,Bank of America Merrill Edge,Desktop,6364,15714.93998,95771,374.69,272.01
3/18/2020,Bank of America Merrill Edge,Tablet,297,687.969997,6874,8.9,6.05
3/19/2020,Bank of America Merrill Edge,Mobile,3278,13202.55999,63920,88.11,61.53
3/19/2020,Bank of America Merrill Edge,Tablet,264,909.409998,7325,12.46,8.94
3/19/2020,Bank of America Merrill Edge,Desktop,6105,18243.01999,101908,363.99,263.12
3/20/2020,Bank of America Merrill Edge,Mobile,4719,38300.26,108021,113.92,77.48
3/20/2020,Bank of America Merrill Edge,Desktop,5963,34249.61999,112167,331.96,239.16
3/20/2020,Bank of America Merrill Edge,Tablet,297,1888.979998,7922,10.68,7.28
3/21/2020,Bank of America Merrill Edge,Tablet,215,2254.109999,10153,3.56,2.58
3/21/2020,Bank of America Merrill Edge,Desktop,3164,32454.95,86236,139.73,100.55
3/21/2020,Bank of America Merrill Edge,Mobile,4811,57898.8,140892,75.65,50.94
3/22/2020,Bank of America Merrill Edge,Tablet,172,843.099998,5532,3.56,2.24
3/22/2020,Bank of America Merrill Edge,Desktop,2240,9688.379993,45400,126.38,92.67
3/22/2020,Bank of America Merrill Edge,Mobile,2488,15692.1,61087,80.99,55.21
3/23/2020,Bank of America Merrill Edge,Mobile,1839,4147.589996,25346,72.98,52.95
3/23/2020,Bank of America Merrill Edge,Tablet,200,356.239997,3986,6.23,4.72
3/23/2020,Bank of America Merrill Edge,Desktop,4735,8486.929987,50787,269.67,197.38
3/24/2020,Bank of America Merrill Edge,Desktop,6068,13580.98999,71392,362.22,267.37
3/24/2020,Bank of America Merrill Edge,Tablet,250,722.609999,5277,6.23,4.67
3/24/2020,Bank of America Merrill Edge,Mobile,2940,9928.369992,48351,122.81,87.42
3/25/2020,Bank of America Merrill Edge,Mobile,5393,39312.53999,110647,154.86,107.4
3/25/2020,Bank of America Merrill Edge,Desktop,8542,38846.72998,123788,385.36,280.02
3/25/2020,Bank of America Merrill Edge,Tablet,362,1560.029998,8337,10.68,7.86
3/26/2020,Bank of America Merrill Edge,Desktop,6840,37595.45999,121242,261.64,188.98
3/26/2020,Bank of America Merrill Edge,Mobile,5194,49759.09999,137278,97.9,67.76
3/26/2020,Bank of America Merrill Edge,Tablet,378,2780.27,10605,11.57,8.3
3/27/2020,Bank of America Merrill Edge,Tablet,209,1027.329999,4934,3.56,2.7
3/27/2020,Bank of America Merrill Edge,Mobile,2767,15542.26999,58026,87.22,60.63
3/27/2020,Bank of America Merrill Edge,Desktop,4693,12374.29999,58233,233.16,169.15
3/28/2020,Bank of America Merrill Edge,Desktop,1595,3647.799987,23334,89.89,65.37
3/28/2020,Bank of America Merrill Edge,Tablet,108,244.69,2575,7.12,5.25
3/28/2020,Bank of America Merrill Edge,Mobile,1208,3820.609992,24930,33.82,24.84
3/29/2020,Bank of America Merrill Edge,Desktop,1747,9138.359994,43253,93.45,68.27
3/29/2020,Bank of America Merrill Edge,Mobile,1519,11628.93,45376,41.83,29.78
3/29/2020,Bank of America Merrill Edge,Tablet,106,584.26,4223,5.34,3.81
3/30/2020,Bank of America Merrill Edge,Tablet,224,1264.399998,5978,8.9,6.51
3/30/2020,Bank of America Merrill Edge,Mobile,2713,26999.78,78184,77.43,53.59
3/30/2020,Bank of America Merrill Edge,Desktop,4976,30662.30999,102274,212.7,155.48
3/31/2020,Bank of America Merrill Edge,Desktop,4481,34126.01999,103518,173.55,126.2
3/31/2020,Bank of America Merrill Edge,Tablet,206,1978.55,7087,5.34,3.92
3/31/2020,Bank of America Merrill Edge,Mobile,3077,45348.84999,101813,60.52,41.86
4/1/2020,Bank of America Merrill Edge,Mobile,2545,31182.11999,79618,51.62,35.85
4/1/2020,Bank of America Merrill Edge,Desktop,4287,23401.81999,82453,190.44,140.79
4/1/2020,Bank of America Merrill Edge,Tablet,203,1505.01,5840,6.23,4.71
4/2/2020,Bank of America Merrill Edge,Tablet,229,1102.089998,6325,6.23,4.6
4/2/2020,Bank of America Merrill Edge,Mobile,2769,20660.67,74016,46.28,31.46
4/2/2020,Bank of America Merrill Edge,Desktop,4309,18611.51,71561,168.19,122.33
4/3/2020,Bank of America Merrill Edge,Tablet,238,1668.229998,6528,3.56,2.58
4/3/2020,Bank of America Merrill Edge,Desktop,3967,22085.27,78480,136.15,98.57
4/3/2020,Bank of America Merrill Edge,Mobile,2882,24964.75,83622,53.4,35.89
4/4/2020,Bank of America Merrill Edge,Desktop,1949,15094.51999,52607,69.42,49.25
4/4/2020,Bank of America Merrill Edge,Tablet,144,1244.07,5798,3.56,2.35
4/4/2020,Bank of America Merrill Edge,Mobile,2394,22166.28,72934,49.84,33.54
4/5/2020,Bank of America Merrill Edge,Tablet,154,1290.13,6251,1.78,1.23
4/5/2020,Bank of America Merrill Edge,Mobile,2477,24544.16,78366,36.49,23.64
4/5/2020,Bank of America Merrill Edge,Desktop,1903,16237.72,55001,89,63.31
4/6/2020,Bank of America Merrill Edge,Mobile,3580,36675.26,111632,52.51,35.09
4/6/2020,Bank of America Merrill Edge,Desktop,5327,35001.50999,119298,206.48,149.42
4/6/2020,Bank of America Merrill Edge,Tablet,275,2063.9,8826,2.67,1.9
4/7/2020,Bank of America Merrill Edge,Tablet,266,1616.39,8721,8.01,5.27
4/7/2020,Bank of America Merrill Edge,Desktop,5282,32062.87999,109541,224.27,162.47
4/7/2020,Bank of America Merrill Edge,Mobile,3575,35287.43999,109624,54.29,37.04
4/8/2020,Bank of America Merrill Edge,Mobile,3166,25981.58,85818,45.39,29.8
4/8/2020,Bank of America Merrill Edge,Desktop,4867,24384.49999,90034,177.11,128.73
4/8/2020,Bank of America Merrill Edge,Tablet,261,1947.909997,7095,6.23,4.14
4/9/2020,Bank of America Merrill Edge,Mobile,3472,24269.17,88939,41.83,28.5
4/9/2020,Bank of America Merrill Edge,Tablet,332,1467.539999,7238,13.35,9.77
4/9/2020,Bank of America Merrill Edge,Desktop,6112,23264.17999,95245,158.42,115.23
4/10/2020,Bank of America Merrill Edge,Mobile,2494,18895.39,73160,56.96,38.93
4/10/2020,Bank of America Merrill Edge,Desktop,2900,18026.14999,68210,119.26,85.86
4/10/2020,Bank of America Merrill Edge,Tablet,170,997.12,6093,5.34,3.58
4/11/2020,Bank of America Merrill Edge,Desktop,1955,16114.44999,58289,70.31,49.85
4/11/2020,Bank of America Merrill Edge,Tablet,153,975.489998,6486,2.67,1.68
4/11/2020,Bank of America Merrill Edge,Mobile,2427,21993.81,80471,39.16,26.87
4/12/2020,Bank of America Merrill Edge,Desktop,1898,18455.44,59554,84.54,60.67
